COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,QR_PRO,SEL,SEL_IHE,UNIV_PROG
SB11201310058304,M,Postgraduate education,Postgraduate education,0,Other occupation,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,72,26,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES_CIVIL ENGINEERING
SB11201310058311,F,Complete professional education,Postgraduate education,0,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,71,93,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES_CIVIL ENGINEERING
SB11201310058702,M,Incomplete Secundary,Incomplete Secundary,0,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PRIVATE,TECHNICAL,65,96,3,3,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI_ELECTRIC ENGINEERING AND TELECOMMUNICATIONS
SB11201310058907,F,Complete Secundary,Complete professional education,0,Technical or professional level employee,Stratum 3,Level 3,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,77,98,2,2,UNIVERSIDAD DEL VALLE-CALI_CIVIL ENGINEERING
SB11201310059257,F,Complete Secundary,Complete Secundary,0,Home,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,54,63,2,3,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN_INDUSTRIAL ENGINEERING
SB11201310059258,M,Complete professional education,Complete professional education,0,Executive,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,86,100,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES_CIVIL ENGINEERING
SB11201310059260,M,Complete professional education,Complete professional education,0,Home,Stratum 6,It is not classified by the SISBEN,Two,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,63,97,4,4,UNIVERSIDAD EAFIT--MEDELLIN_CIVIL ENGINEERING
SB11201310059287,M,Complete Secundary,Postgraduate education,0,Executive,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,71,97,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES_CHEMICAL ENGINEERING
SB11201310060307,M,Incomplete Professional Education,Complete technique or technology,0,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Two,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,56,65,4,2,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201310068895,M,Complete professional education,Complete professional education,0,Executive,Stratum 6,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,56,65,1,2,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201310068994,M,Incomplete Professional Education,Complete professional education,0,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,74,80,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201310074217,M,Complete professional education,Complete professional education,0,Independent professional,Stratum 3,Level 3,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,58,86,4,2,UNIVERSIDAD SANTO TOMAS-TUNJA_CIVIL ENGINEERING
SB11201310074236,F,Complete professional education,Complete professional education,0,Home,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,70,65,4,4,UNIVERSIDAD DE LA SABANA-CHIA_CHEMICAL ENGINEERING
SB11201310074247,M,Not sure,Not sure,0,Home,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,67,86,2,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._ELECTRONIC ENGINEERING
SB11201310074422,F,Complete technique or technology,Incomplete technical or technological,0,Home,Stratum 1,It is not classified by the SISBEN,Four,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,65,98,2,2,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA_CHEMICAL ENGINEERING
SB11201310074431,M,Postgraduate education,Complete professional education,0,Executive,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,56,88,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201310074467,M,Complete professional education,Complete professional education,0,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,100,92,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201310074477,M,Complete professional education,Complete professional education,0,Technical or professional level employee,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,73,97,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_CIVIL ENGINEERING
SB11201310074503,F,Postgraduate education,Postgraduate education,0,Executive,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,73,89,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_CIVIL ENGINEERING
SB11201310074571,M,Complete professional education,Complete professional education,0,Entrepreneur ,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,51,45,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201310078470,F,Incomplete primary ,Incomplete primary ,0,Entrepreneur ,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,51,33,2,2,UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C._MECHANICAL ENGINEERING
SB11201310078485,M,Complete professional education,Complete professional education,0,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,58,75,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201310078521,M,Complete professional education,Complete professional education,0,Home,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,72,60,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201310079211,M,Complete professional education,Complete technique or technology,0,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL,86,99,2,2,UNIVERSIDAD DEL VALLE-CALI_CHEMICAL ENGINEERING
SB11201310079481,M,Incomplete primary ,Incomplete primary ,0,Home,Stratum 2,Level 2,Four,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,51,91,2,2,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201310079918,M,Incomplete Secundary,Complete primary ,0,Other occupation,Stratum 2,Level 2,Three,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,No,PRIVATE,ACADEMIC,51,31,2,2,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201310080200,F,Postgraduate education,Complete professional education,0,Independent professional,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,67,99,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201310080253,M,Complete professional education,Complete professional education,0,Executive,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,62,92,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201310080254,M,Complete technique or technology,Incomplete Professional Education,0,Independent professional,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,72,100,2,2,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201310080901,M,Incomplete Professional Education,Complete professional education,0,Other occupation,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,65,91,4,3,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI_MECHANICAL ENGINEERING
SB11201310080945,M,Complete Secundary,Complete Secundary,0,Home,Stratum 2,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,62,96,2,4,UNIVERSIDAD ICESI-CALI_INDUSTRIAL ENGINEERING
SB11201310080951,F,Complete professional education,Complete Secundary,0,Independent,Stratum 2,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,60,58,4,2,UNIVERSIDAD DE SAN BUENAVENTURA-CALI_INDUSTRIAL ENGINEERING
SB11201310080965,M,Complete Secundary,Complete Secundary,0,Home,Stratum 2,It is not classified by the SISBEN,Three,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,65,89,2,2,UNIVERSIDAD DE IBAGUE-IBAGUE_INDUSTRIAL ENGINEERING
SB11201310080969,M,Complete Secundary,Complete Secundary,0,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,72,77,3,2,UNIVERSIDAD LIBRE-CALI_INDUSTRIAL ENGINEERING
SB11201310081368,M,Incomplete Secundary,Incomplete primary ,0,Home,Stratum 2,Level 2,Three,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,40,28,1,2,CORPORACION UNIVERSITARIA REPUBLICANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201310082549,F,Complete Secundary,Complete technique or technology,0,Home,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,60,79,2,2,UNIVERSIDAD DE IBAGUE-IBAGUE_INDUSTRIAL ENGINEERING
SB11201310090583,F,Complete professional education,Complete professional education,0,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,55,66,3,3,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI_INDUSTRIAL ENGINEERING
SB11201310090617,F,Not sure,Postgraduate education,0,Independent professional,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,69,60,2,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320000031,M,Complete Secundary,Postgraduate education,Independent,Retired,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,70,98,4,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_CIVIL ENGINEERING
SB11201320000037,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Executive,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,67,94,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320000042,M,Complete primary ,Complete professional education,Entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,81,99,2,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_CIVIL ENGINEERING
SB11201320000191,F,Complete professional education,Complete technique or technology,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,ACADEMIC,70,93,3,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320000194,F,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 2,It is not classified by the SISBEN,Two,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,63,71,2,2,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320000272,M,Complete technique or technology,Complete technique or technology,Retired,Retired,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,54,69,2,2,UNIVERSIDAD DEL VALLE-CALI_ELECTRIC ENGINEERING
SB11201320000352,M,Complete Secundary,Complete Secundary,Technical or professional level employee,Independent,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,63,53,4,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320000373,M,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 2,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,71,98,3,2,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320000377,F,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,71,89,4,4,UNIVERSIDAD DE LA SABANA-CHIA_CHEMICAL ENGINEERING
SB11201320000463,M,Complete professional education,Complete Secundary,Executive,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,67,100,3,2,UNIVERSIDAD LA GRAN COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320000495,M,Postgraduate education,Complete professional education,Small entrepreneur ,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,82,89,4,4,UNIVERSIDAD EAFIT--MEDELLIN_MECHANICAL ENGINEERING
SB11201320000500,M,Complete Secundary,Incomplete Professional Education,Entrepreneur ,Entrepreneur ,Stratum 6,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,81,99,4,4,UNIVERSIDAD EAFIT--MEDELLIN_CIVIL ENGINEERING
SB11201320000508,M,Incomplete technical or technological,Postgraduate education,Operator,Executive,Stratum 2,Level 3,Three,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,53,11,4,2,UNIVERSIDAD COOPERATIVA DE COLOMBIA-MEDELLIN_CIVIL ENGINEERING
SB11201320000541,F,Complete Secundary,Complete technique or technology,Independent,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,58,37,2,2,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN_INDUSTRIAL ENGINEERING
SB11201320000554,F,Complete Secundary,Complete technique or technology,Operator,Other occupation,Stratum 3,Level 3,Six,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,63,45,2,2,INSTITUCION  UNIVERSITARIA PASCUAL BRAVO-MEDELLIN_INDUSTRIAL ENGINEERING
SB11201320000590,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 1,Seven,No,No,No,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL,49,54,1,2,UNIVERSIDAD SIMON BOLIVAR-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320001167,F,Complete Secundary,Complete Secundary,Other occupation,Independent,Stratum 3,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,50,74,2,2,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN_INDUSTRIAL ENGINEERING
SB11201320001176,F,Complete Secundary,Complete Secundary,Operator,Home,Stratum 2,Level 2,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,50,40,2,2,INSTITUCION  UNIVERSITARIA PASCUAL BRAVO-MEDELLIN_INDUSTRIAL ENGINEERING
SB11201320001262,F,Complete technique or technology,Complete technique or technology,Operator,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,65,100,4,3,UNIVERSIDAD DE MEDELLIN-MEDELLIN_CIVIL ENGINEERING
SB11201320001326,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,82,95,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN_CIVIL ENGINEERING
SB11201320001597,F,Complete Secundary,Postgraduate education,Independent,Technical or professional level employee,Stratum 1,Level 1,Four,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,49,65,1,2,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO-YOPAL_CIVIL ENGINEERING
SB11201320001818,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,It is not classified by the SISBEN,Seven,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,43,32,2,2,UNIVERSIDAD DE IBAGUE-IBAGUE_INDUSTRIAL ENGINEERING
SB11201320001916,M,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 1,Level 1,Four,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,65,98,1,2,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN_MECHANICAL ENGINEERING
SB11201320002004,F,Incomplete Secundary,Incomplete technical or technological,Retired,Independent,Stratum 3,Level 1,Five,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,71,97,2,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_CIVIL ENGINEERING
SB11201320002012,F,Complete primary ,Incomplete Secundary,Independent,Home,Stratum 2,It is not classified by the SISBEN,Three,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,61,47,1,2,UNIVERSIDAD AUTONOMA DE MANIZALES-MANIZALES_INDUSTRIAL ENGINEERING
SB11201320002019,F,Incomplete primary ,Complete primary ,Operator,Home,Stratum 2,Level 2,Five,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,56,74,1,2,UNIVERSIDAD AUTONOMA DE MANIZALES-MANIZALES_INDUSTRIAL ENGINEERING
SB11201320002060,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,61,86,2,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_INDUSTRIAL ENGINEERING
SB11201320002087,M,Incomplete Professional Education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Three,No,No,No,No,No,No,No,No,No,No,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,71,93,2,4,UNIVERSIDAD EIA-MEDELLIN_CIVIL ENGINEERING
SB11201320002092,M,Complete Secundary,Complete technique or technology,Operator,Technical or professional level employee,Stratum 1,Level 1,Six,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,40,27,2,2,"CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA_CIVIL ENGINEERING"
SB11201320002110,F,Complete professional education,Postgraduate education,Executive,Technical or professional level employee,Stratum 1,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,69,79,4,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_INDUSTRIAL ENGINEERING
SB11201320002131,F,Complete professional education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,68,87,4,2,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320002137,F,Complete Secundary,Complete Secundary,Operator,Home,Stratum 3,It is not classified by the SISBEN,Ten,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,70,84,1,1,UNIVERSIDAD DE SUCRE-SINCELEJO_CIVIL ENGINEERING
SB11201320002180,F,Incomplete Secundary,Incomplete Secundary,Retired,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,70,89,2,2,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320002190,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Six,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,51,55,2,1,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR-SINCELEJO_INDUSTRIAL ENGINEERING
SB11201320002237,M,Complete Secundary,Complete technique or technology,Independent,Home,Stratum 3,It is not classified by the SISBEN,Four,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,76,86,4,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320002238,F,Complete Secundary,Complete technique or technology,Retired,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,65,74,3,2,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C._CIVIL ENGINEERING
